Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/17,AQS,370110002,1,2.9,ug/m3 LC,12,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/4/17,AQS,370110002,1,1.2,ug/m3 LC,5,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/7/17,AQS,370110002,1,3.2,ug/m3 LC,13,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/10/17,AQS,370110002,1,6.4,ug/m3 LC,27,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/13/17,AQS,370110002,1,3.6,ug/m3 LC,15,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/16/17,AQS,370110002,1,5.8,ug/m3 LC,24,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/19/17,AQS,370110002,1,3.6,ug/m3 LC,15,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/22/17,AQS,370110002,1,1.5,ug/m3 LC,6,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/25/17,AQS,370110002,1,1.4,ug/m3 LC,6,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/28/17,AQS,370110002,1,1.4,ug/m3 LC,6,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
1/31/17,AQS,370110002,1,2.5,ug/m3 LC,10,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
2/3/17,AQS,370110002,1,3.2,ug/m3 LC,13,Linville Falls,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,,,37,North Carolina,11,Avery,35.972347,-81.933072
